Job Classification,Age (bin),Balance (bin),Gender,Region,Age,Balance
Blue Collar,26,20K,Male,England,26,24900.05
Blue Collar,26,15K,Male,England,26,15031.01
Blue Collar,27,5K,Male,England,27,5019.65
Blue Collar,27,40K,Male,England,27,43117.33
Blue Collar,27,10K,Male,England,27,14601.99
Blue Collar,27,5K,Male,England,27,9866.04
Blue Collar,27,35K,Male,England,27,36689.29
Blue Collar,27,25K,Male,England,27,25524.72
Blue Collar,27,35K,Male,England,27,39881.74
Blue Collar,27,5K,Male,England,27,7385.38
Blue Collar,27,30K,Male,England,27,33472.49
Blue Collar,28,50K,Male,England,28,54458.54
Blue Collar,28,30K,Male,England,28,34984.35
Blue Collar,28,5K,Male,England,28,6747.52
Blue Collar,28,20K,Male,England,28,22336.22
Blue Collar,28,40K,Male,England,28,42128.29
Blue Collar,28,100K,Male,England,28,102952.98
Blue Collar,29,5K,Male,England,29,9567.74
Blue Collar,29,30K,Male,England,29,34290.4
Blue Collar,29,35K,Male,England,29,37027.41
Blue Collar,29,60K,Male,England,29,63852.14
Blue Collar,29,15K,Male,England,29,19118.76
Blue Collar,29,40K,Male,England,29,41898.47
Blue Collar,30,30K,Male,England,30,32676.42
Blue Collar,30,0K,Male,England,30,2603.66
Blue Collar,30,5K,Male,England,30,6983.32
Blue Collar,30,5K,Male,England,30,9446.43
Blue Collar,30,105K,Male,England,30,108224.88
Blue Collar,30,15K,Male,England,30,15452.89
Blue Collar,31,20K,Male,England,31,24958.04
Blue Collar,31,5K,Male,England,31,9099.81
Blue Collar,31,20K,Male,England,31,20238.12
Blue Collar,31,55K,Male,England,31,56801.98
Blue Collar,31,50K,Male,England,31,51141.07
Blue Collar,31,75K,Male,England,31,79314.11
Blue Collar,31,15K,Male,England,31,16251.57
Blue Collar,32,15K,Male,England,32,17056.8
Blue Collar,32,75K,Male,England,32,78712.11
Blue Collar,32,25K,Male,England,32,27316.09
Blue Collar,32,90K,Male,England,32,91674.56
Blue Collar,32,75K,Male,England,32,76492.8
Blue Collar,32,35K,Male,England,32,35293.03
Blue Collar,32,10K,Male,England,32,10239.67
Blue Collar,33,0K,Male,England,33,4706.69
Blue Collar,33,0K,Male,England,33,614.71
Blue Collar,33,70K,Male,England,33,70028.94
Blue Collar,33,50K,Male,England,33,50905.81
Blue Collar,33,10K,Male,England,33,12798.63
Blue Collar,33,50K,Male,England,33,50819.63
Blue Collar,33,10K,Male,England,33,11150.82
Blue Collar,33,35K,Male,England,33,36003.1
Blue Collar,33,45K,Male,England,33,48962.02
Blue Collar,34,20K,Male,England,34,21360.89
Blue Collar,34,45K,Male,England,34,47988.11
Blue Collar,34,30K,Male,England,34,30792.03
Blue Collar,34,75K,Male,England,34,78342.04
Blue Collar,34,35K,Male,England,34,36464.31
Blue Collar,34,35K,Male,England,34,36020.52
Blue Collar,34,135K,Male,England,34,135158.19
Blue Collar,34,15K,Male,England,34,18412.38
Blue Collar,34,20K,Male,England,34,21191.18
Blue Collar,34,40K,Male,England,34,41924.07
Blue Collar,34,105K,Male,England,34,109300.73
Blue Collar,34,15K,Male,England,34,18952.55
Blue Collar,34,55K,Male,England,34,57497.29
Blue Collar,34,125K,Male,England,34,125975.42
Blue Collar,35,15K,Male,England,35,16479.12
Blue Collar,35,15K,Male,England,35,15908.89
Blue Collar,35,35K,Male,England,35,39044.93
Blue Collar,35,35K,Male,England,35,37326.33
Blue Collar,35,0K,Male,England,35,4653.31
Blue Collar,35,50K,Male,England,35,51009.01
Blue Collar,36,50K,Male,England,36,51263.69
Blue Collar,36,40K,Male,England,36,40728.66
Blue Collar,36,5K,Male,England,36,9352.12
Blue Collar,36,50K,Male,England,36,53759.89
Blue Collar,36,45K,Male,England,36,46983.45
Blue Collar,36,0K,Male,England,36,3691.67
Blue Collar,36,65K,Male,England,36,65949.77
Blue Collar,36,10K,Male,England,36,11743.7
Blue Collar,37,20K,Male,England,37,23034.44
Blue Collar,37,30K,Male,England,37,30147.28
Blue Collar,37,50K,Male,England,37,54533.59
Blue Collar,37,5K,Male,England,37,5234.01
Blue Collar,37,60K,Male,England,37,60097.21
Blue Collar,37,20K,Male,England,37,23108.88
Blue Collar,37,125K,Male,England,37,125213.72
Blue Collar,37,20K,Male,England,37,22457.9
Blue Collar,37,0K,Male,England,37,4725.23
Blue Collar,37,25K,Male,England,37,28386.21
Blue Collar,37,20K,Male,England,37,22841.56
Blue Collar,37,15K,Male,England,37,17331.37
Blue Collar,38,20K,Male,England,38,20076.79
Blue Collar,38,80K,Male,England,38,83131.72
Blue Collar,38,5K,Male,England,38,6958.19
Blue Collar,38,10K,Male,England,38,12881.77
Blue Collar,39,75K,Male,England,39,77764.13
Blue Collar,39,25K,Male,England,39,29040.64
Blue Collar,39,0K,Male,England,39,3436.77
Blue Collar,39,5K,Male,England,39,9947.41
Blue Collar,39,90K,Male,England,39,91246.45
Blue Collar,39,85K,Male,England,39,88544.22
Blue Collar,40,30K,Male,England,40,30954.9
Blue Collar,40,60K,Male,England,40,62218.34
Blue Collar,40,70K,Male,England,40,71368.77
Blue Collar,40,5K,Male,England,40,5106.86
Blue Collar,40,35K,Male,England,40,37812.73
Blue Collar,40,25K,Male,England,40,29733.42
Blue Collar,40,0K,Male,England,40,2531.01
Blue Collar,40,40K,Male,England,40,41371.52
Blue Collar,41,5K,Male,England,41,5040.5
Blue Collar,41,5K,Male,England,41,7976.04
Blue Collar,41,80K,Male,England,41,84302.39
Blue Collar,41,85K,Male,England,41,89366.53
Blue Collar,42,55K,Male,England,42,59160.59
Blue Collar,42,70K,Male,England,42,71409.74
Blue Collar,43,0K,Male,England,43,4808.93
Blue Collar,43,35K,Male,England,43,39702.48
Blue Collar,43,0K,Male,England,43,2965.82
Blue Collar,43,35K,Male,England,43,36109.27
Blue Collar,44,160K,Male,England,44,161517.82
Blue Collar,44,10K,Male,England,44,10912.78
Blue Collar,44,60K,Male,England,44,60462.33
Blue Collar,44,55K,Male,England,44,59591.3
Blue Collar,45,45K,Male,England,45,48234.65
Blue Collar,46,35K,Male,England,46,35219.88
Blue Collar,46,20K,Male,England,46,22318.08
Blue Collar,47,5K,Male,England,47,8576.46
Blue Collar,47,5K,Male,England,47,8610.86
Blue Collar,48,60K,Male,England,48,62065.37
Blue Collar,51,55K,Male,England,51,56729.36
Blue Collar,51,40K,Male,England,51,42316.94
Blue Collar,21,15K,Male,Northern Ireland,21,16696.08
Blue Collar,23,105K,Male,Northern Ireland,23,106836
Blue Collar,27,5K,Male,Northern Ireland,27,6426.13
Blue Collar,28,30K,Male,Northern Ireland,28,33551.51
Blue Collar,29,10K,Male,Northern Ireland,29,11180.72
Blue Collar,29,30K,Male,Northern Ireland,29,33615.06
Blue Collar,30,30K,Male,Northern Ireland,30,34718.68
Blue Collar,18,25K,Male,Scotland,18,25898.72
Blue Collar,20,0K,Male,Scotland,20,3715.81
Blue Collar,25,10K,Male,Scotland,25,12294.54
Blue Collar,26,35K,Male,Scotland,26,39625.37
Blue Collar,26,65K,Male,Scotland,26,69903.96
Blue Collar,27,70K,Male,Scotland,27,73359.1
Blue Collar,27,20K,Male,Scotland,27,20963.64
Blue Collar,31,15K,Male,Scotland,31,16470.81
Blue Collar,31,15K,Male,Scotland,31,19383.88
Blue Collar,31,15K,Male,Scotland,31,18673.91
Blue Collar,32,30K,Male,Scotland,32,33570.99
Blue Collar,32,20K,Male,Scotland,32,21454.76
Blue Collar,32,0K,Male,Scotland,32,701.13
Blue Collar,32,0K,Male,Scotland,32,3785.1
Blue Collar,32,45K,Male,Scotland,32,45810.04
Blue Collar,33,0K,Male,Scotland,33,4403.78
Blue Collar,33,45K,Male,Scotland,33,45820.39
Blue Collar,34,10K,Male,Scotland,34,10309.36
Blue Collar,34,25K,Male,Scotland,34,29320.71
Blue Collar,35,35K,Male,Scotland,35,37041.11
Blue Collar,36,105K,Male,Scotland,36,106275.73
Blue Collar,36,50K,Male,Scotland,36,53585.22
Blue Collar,36,15K,Male,Scotland,36,15706.01
Blue Collar,37,0K,Male,Scotland,37,4368.71
Blue Collar,37,60K,Male,Scotland,37,64601.54
Blue Collar,37,90K,Male,Scotland,37,91884.77
Blue Collar,37,45K,Male,Scotland,37,45686.41
Blue Collar,37,15K,Male,Scotland,37,18231.4
Blue Collar,37,15K,Male,Scotland,37,16866.92
Blue Collar,37,10K,Male,Scotland,37,12500.3
Blue Collar,37,35K,Male,Scotland,37,38096.55
Blue Collar,37,5K,Male,Scotland,37,9217.66
Blue Collar,38,105K,Male,Scotland,38,106227.27
Blue Collar,38,40K,Male,Scotland,38,43582.09
Blue Collar,38,25K,Male,Scotland,38,26844.18
Blue Collar,38,85K,Male,Scotland,38,89551.4
Blue Collar,39,35K,Male,Scotland,39,37602.39
Blue Collar,39,0K,Male,Scotland,39,177.28
Blue Collar,39,0K,Male,Scotland,39,1255.52
Blue Collar,39,25K,Male,Scotland,39,27726.59
Blue Collar,40,40K,Male,Scotland,40,42462.18
Blue Collar,40,60K,Male,Scotland,40,64487.05
Blue Collar,40,40K,Male,Scotland,40,43604.8
Blue Collar,40,20K,Male,Scotland,40,24646.37
Blue Collar,40,95K,Male,Scotland,40,99604.38
Blue Collar,40,15K,Male,Scotland,40,18505.82
Blue Collar,41,95K,Male,Scotland,41,97626.31
Blue Collar,41,35K,Male,Scotland,41,39250.53
Blue Collar,41,30K,Male,Scotland,41,34985.76
Blue Collar,41,25K,Male,Scotland,41,25407.37
Blue Collar,41,25K,Male,Scotland,41,25288.1
Blue Collar,41,90K,Male,Scotland,41,93395.64
Blue Collar,41,85K,Male,Scotland,41,87116.58
Blue Collar,41,60K,Male,Scotland,41,64766.09
Blue Collar,41,0K,Male,Scotland,41,1684.44
Blue Collar,41,60K,Male,Scotland,41,61508.32
Blue Collar,42,80K,Male,Scotland,42,82055.21
Blue Collar,42,20K,Male,Scotland,42,20345
Blue Collar,42,25K,Male,Scotland,42,29640.92
Blue Collar,42,50K,Male,Scotland,42,54856.02
Blue Collar,42,65K,Male,Scotland,42,68973.86
Blue Collar,42,35K,Male,Scotland,42,37912.46
Blue Collar,42,35K,Male,Scotland,42,36871.21
Blue Collar,42,40K,Male,Scotland,42,43767.15
Blue Collar,42,40K,Male,Scotland,42,43693.07
Blue Collar,42,40K,Male,Scotland,42,41989.44
Blue Collar,43,25K,Male,Scotland,43,29782.79
Blue Collar,43,80K,Male,Scotland,43,80189.9
Blue Collar,43,30K,Male,Scotland,43,33132.45
Blue Collar,43,50K,Male,Scotland,43,53739.25
Blue Collar,43,10K,Male,Scotland,43,10301.71
Blue Collar,43,20K,Male,Scotland,43,21251.76
Blue Collar,43,60K,Male,Scotland,43,61360.64
Blue Collar,43,80K,Male,Scotland,43,83943.55
Blue Collar,43,30K,Male,Scotland,43,31739.2
Blue Collar,43,55K,Male,Scotland,43,57784.39
Blue Collar,43,50K,Male,Scotland,43,50448.22
Blue Collar,43,15K,Male,Scotland,43,16457.71
Blue Collar,43,30K,Male,Scotland,43,30216.11
Blue Collar,43,30K,Male,Scotland,43,33234.66
Blue Collar,43,80K,Male,Scotland,43,84220.99
Blue Collar,43,35K,Male,Scotland,43,35520.18
Blue Collar,43,40K,Male,Scotland,43,44371.75
Blue Collar,43,15K,Male,Scotland,43,19221.27
Blue Collar,44,35K,Male,Scotland,44,37315.31
Blue Collar,44,85K,Male,Scotland,44,86184.27
Blue Collar,44,55K,Male,Scotland,44,56071.51
Blue Collar,44,85K,Male,Scotland,44,86652.4
Blue Collar,44,65K,Male,Scotland,44,65479.32
Blue Collar,44,20K,Male,Scotland,44,23676.9
Blue Collar,44,100K,Male,Scotland,44,101645.25
Blue Collar,44,15K,Male,Scotland,44,18393.7
Blue Collar,44,5K,Male,Scotland,44,6697.68
Blue Collar,44,0K,Male,Scotland,44,4611.45
Blue Collar,44,65K,Male,Scotland,44,65358.53
Blue Collar,44,35K,Male,Scotland,44,38646.92
Blue Collar,44,60K,Male,Scotland,44,60052.58
Blue Collar,45,40K,Male,Scotland,45,43733.51
Blue Collar,45,85K,Male,Scotland,45,88366.08
Blue Collar,45,15K,Male,Scotland,45,17520.08
Blue Collar,45,10K,Male,Scotland,45,11565.04
Blue Collar,45,60K,Male,Scotland,45,64665.58
Blue Collar,45,25K,Male,Scotland,45,28654.5
Blue Collar,45,10K,Male,Scotland,45,10899.65
Blue Collar,45,10K,Male,Scotland,45,10760.17
Blue Collar,45,40K,Male,Scotland,45,41160.57
Blue Collar,45,20K,Male,Scotland,45,20513.31
Blue Collar,45,0K,Male,Scotland,45,3052.4
Blue Collar,45,70K,Male,Scotland,45,70491.38
Blue Collar,45,35K,Male,Scotland,45,39198.79
Blue Collar,45,90K,Male,Scotland,45,91759.2
Blue Collar,45,0K,Male,Scotland,45,2583.75
Blue Collar,45,110K,Male,Scotland,45,111961.53
Blue Collar,45,55K,Male,Scotland,45,55276.13
Blue Collar,46,85K,Male,Scotland,46,87484.96
Blue Collar,46,5K,Male,Scotland,46,9163.19
Blue Collar,46,45K,Male,Scotland,46,48967.15
Blue Collar,46,50K,Male,Scotland,46,50945.1
Blue Collar,46,95K,Male,Scotland,46,99396.23
Blue Collar,46,70K,Male,Scotland,46,70621.1
Blue Collar,46,60K,Male,Scotland,46,61806.36
Blue Collar,46,45K,Male,Scotland,46,47720.66
Blue Collar,46,85K,Male,Scotland,46,87192.65
Blue Collar,46,5K,Male,Scotland,46,7532.32
Blue Collar,46,65K,Male,Scotland,46,68884.38
Blue Collar,46,85K,Male,Scotland,46,86983.68
Blue Collar,46,55K,Male,Scotland,46,57005.15
Blue Collar,46,90K,Male,Scotland,46,94688.11
Blue Collar,47,55K,Male,Scotland,47,56257.26
Blue Collar,47,55K,Male,Scotland,47,59432.06
Blue Collar,47,25K,Male,Scotland,47,26087.66
Blue Collar,47,20K,Male,Scotland,47,22946.04
Blue Collar,47,60K,Male,Scotland,47,62781.64
Blue Collar,47,80K,Male,Scotland,47,83071.96
Blue Collar,47,10K,Male,Scotland,47,11644.61
Blue Collar,47,10K,Male,Scotland,47,14273.21
Blue Collar,47,45K,Male,Scotland,47,48667.64
Blue Collar,47,30K,Male,Scotland,47,33282.11
Blue Collar,47,55K,Male,Scotland,47,59561.46
Blue Collar,47,5K,Male,Scotland,47,5875.97
Blue Collar,47,5K,Male,Scotland,47,5520.69
Blue Collar,47,15K,Male,Scotland,47,17274.32
Blue Collar,47,60K,Male,Scotland,47,64172.31
Blue Collar,47,0K,Male,Scotland,47,1948.26
Blue Collar,47,20K,Male,Scotland,47,21736.04
Blue Collar,47,30K,Male,Scotland,47,32801
Blue Collar,48,0K,Male,Scotland,48,2991.66
Blue Collar,48,35K,Male,Scotland,48,39352.22
Blue Collar,48,35K,Male,Scotland,48,36171.83
Blue Collar,48,5K,Male,Scotland,48,5725.96
Blue Collar,48,10K,Male,Scotland,48,11035
Blue Collar,48,0K,Male,Scotland,48,4363.5
Blue Collar,48,70K,Male,Scotland,48,73268.73
Blue Collar,48,45K,Male,Scotland,48,48392
Blue Collar,48,5K,Male,Scotland,48,5703.79
Blue Collar,48,35K,Male,Scotland,48,39883.56
Blue Collar,48,25K,Male,Scotland,48,28118.54
Blue Collar,48,10K,Male,Scotland,48,11862.81
Blue Collar,48,50K,Male,Scotland,48,54817.88
Blue Collar,48,0K,Male,Scotland,48,2840.77
Blue Collar,48,0K,Male,Scotland,48,1208.06
Blue Collar,48,30K,Male,Scotland,48,32412.76
Blue Collar,48,10K,Male,Scotland,48,11240.91
Blue Collar,48,20K,Male,Scotland,48,23726.79
Blue Collar,48,50K,Male,Scotland,48,50224.02
Blue Collar,48,35K,Male,Scotland,48,35874.31
Blue Collar,49,75K,Male,Scotland,49,79844.5
Blue Collar,49,20K,Male,Scotland,49,20409.28
Blue Collar,49,15K,Male,Scotland,49,17312.41
Blue Collar,49,45K,Male,Scotland,49,48950
Blue Collar,49,35K,Male,Scotland,49,35192.83
Blue Collar,49,75K,Male,Scotland,49,75620.5
Blue Collar,49,35K,Male,Scotland,49,36624.84
Blue Collar,49,0K,Male,Scotland,49,342.64
Blue Collar,49,40K,Male,Scotland,49,42654.47
Blue Collar,49,0K,Male,Scotland,49,875.27
Blue Collar,49,0K,Male,Scotland,49,1096.36
Blue Collar,49,5K,Male,Scotland,49,9806.38
Blue Collar,49,0K,Male,Scotland,49,1018.95
Blue Collar,49,10K,Male,Scotland,49,10315.47
Blue Collar,49,25K,Male,Scotland,49,28451.26
Blue Collar,50,5K,Male,Scotland,50,6844.11
Blue Collar,50,65K,Male,Scotland,50,67763.97
Blue Collar,50,20K,Male,Scotland,50,21885.91
Blue Collar,50,0K,Male,Scotland,50,2311.31
Blue Collar,50,0K,Male,Scotland,50,3246.67
Blue Collar,50,30K,Male,Scotland,50,34772.99
Blue Collar,50,0K,Male,Scotland,50,4557.94
Blue Collar,50,65K,Male,Scotland,50,65277.36
Blue Collar,50,80K,Male,Scotland,50,82077.52
Blue Collar,50,10K,Male,Scotland,50,12610.37
Blue Collar,50,20K,Male,Scotland,50,20655.58
Blue Collar,50,45K,Male,Scotland,50,45141.01
Blue Collar,50,35K,Male,Scotland,50,37788.14
Blue Collar,50,30K,Male,Scotland,50,34740.16
Blue Collar,50,20K,Male,Scotland,50,21417.49
Blue Collar,50,0K,Male,Scotland,50,1566.53
Blue Collar,50,25K,Male,Scotland,50,28141.86
Blue Collar,50,40K,Male,Scotland,50,42830.98
Blue Collar,51,10K,Male,Scotland,51,14693.74
Blue Collar,51,5K,Male,Scotland,51,5038.58
Blue Collar,51,60K,Male,Scotland,51,62238.7
Blue Collar,51,5K,Male,Scotland,51,5018.31
Blue Collar,51,50K,Male,Scotland,51,50865.75
Blue Collar,51,25K,Male,Scotland,51,29247.25
Blue Collar,51,25K,Male,Scotland,51,27770.8
Blue Collar,51,5K,Male,Scotland,51,8142.18
Blue Collar,51,35K,Male,Scotland,51,36707.21
Blue Collar,51,35K,Male,Scotland,51,38865.85
Blue Collar,51,50K,Male,Scotland,51,52186.48
Blue Collar,51,105K,Male,Scotland,51,109395.78
Blue Collar,51,50K,Male,Scotland,51,50629.7
Blue Collar,51,0K,Male,Scotland,51,239.45
Blue Collar,51,10K,Male,Scotland,51,14724.29
Blue Collar,51,10K,Male,Scotland,51,12765.42
Blue Collar,51,50K,Male,Scotland,51,54174.88
Blue Collar,51,0K,Male,Scotland,51,4188.63
Blue Collar,52,15K,Male,Scotland,52,19297.55
Blue Collar,52,0K,Male,Scotland,52,4661.79
Blue Collar,52,30K,Male,Scotland,52,34118.28
Blue Collar,52,20K,Male,Scotland,52,23604.06
Blue Collar,52,0K,Male,Scotland,52,2793.81
Blue Collar,52,100K,Male,Scotland,52,104693.27
Blue Collar,52,90K,Male,Scotland,52,93586.64
Blue Collar,52,65K,Male,Scotland,52,69036.02
Blue Collar,52,40K,Male,Scotland,52,40011.42
Blue Collar,52,45K,Male,Scotland,52,47219.2
Blue Collar,52,55K,Male,Scotland,52,59450.29
Blue Collar,52,80K,Male,Scotland,52,83783.18
Blue Collar,52,5K,Male,Scotland,52,6809.17
Blue Collar,52,55K,Male,Scotland,52,56069.72
Blue Collar,52,60K,Male,Scotland,52,64059.71
Blue Collar,52,30K,Male,Scotland,52,31275.84
Blue Collar,52,10K,Male,Scotland,52,12638.78
Blue Collar,52,30K,Male,Scotland,52,31428.98
Blue Collar,52,45K,Male,Scotland,52,45833.87
Blue Collar,52,0K,Male,Scotland,52,675.08
Blue Collar,52,45K,Male,Scotland,52,47271.67
Blue Collar,52,0K,Male,Scotland,52,4096.45
Blue Collar,53,0K,Male,Scotland,53,680.55
Blue Collar,53,30K,Male,Scotland,53,31175.46
Blue Collar,53,30K,Male,Scotland,53,31253.69
Blue Collar,53,45K,Male,Scotland,53,48775.57
Blue Collar,53,40K,Male,Scotland,53,44984.09
Blue Collar,53,0K,Male,Scotland,53,4821.6
Blue Collar,53,40K,Male,Scotland,53,44741.93
Blue Collar,53,5K,Male,Scotland,53,6989.48
Blue Collar,53,110K,Male,Scotland,53,114059.89
Blue Collar,53,40K,Male,Scotland,53,43276.26
Blue Collar,53,65K,Male,Scotland,53,65464.91
Blue Collar,53,15K,Male,Scotland,53,15775.81
Blue Collar,53,120K,Male,Scotland,53,121801.58
Blue Collar,53,45K,Male,Scotland,53,49225.7
Blue Collar,54,90K,Male,Scotland,54,90166.9
Blue Collar,54,25K,Male,Scotland,54,29769.98
Blue Collar,54,95K,Male,Scotland,54,96381.84
Blue Collar,54,25K,Male,Scotland,54,26905.37
Blue Collar,54,25K,Male,Scotland,54,25766.83
Blue Collar,54,75K,Male,Scotland,54,76439.52
Blue Collar,54,105K,Male,Scotland,54,108968.26
Blue Collar,54,5K,Male,Scotland,54,8216.23
Blue Collar,54,20K,Male,Scotland,54,20405.95
Blue Collar,54,40K,Male,Scotland,54,41314.33
Blue Collar,54,0K,Male,Scotland,54,1473.57
Blue Collar,54,30K,Male,Scotland,54,34987.42
Blue Collar,54,30K,Male,Scotland,54,34782.54
Blue Collar,54,5K,Male,Scotland,54,7410.73
Blue Collar,54,95K,Male,Scotland,54,96359.91
Blue Collar,54,10K,Male,Scotland,54,11561.43
Blue Collar,54,65K,Male,Scotland,54,68965.07
Blue Collar,55,35K,Male,Scotland,55,39603.99
Blue Collar,55,35K,Male,Scotland,55,39834.95
Blue Collar,55,30K,Male,Scotland,55,31708.22
Blue Collar,55,40K,Male,Scotland,55,44489.44
Blue Collar,55,65K,Male,Scotland,55,66721.34
Blue Collar,55,70K,Male,Scotland,55,71276.7
Blue Collar,55,65K,Male,Scotland,55,69349.56
Blue Collar,55,25K,Male,Scotland,55,28781.46
Blue Collar,55,15K,Male,Scotland,55,15817.09
Blue Collar,55,55K,Male,Scotland,55,59957.08
Blue Collar,55,5K,Male,Scotland,55,6727.7
Blue Collar,55,10K,Male,Scotland,55,10903.24
Blue Collar,55,45K,Male,Scotland,55,48227.16
Blue Collar,55,15K,Male,Scotland,55,18087.62
Blue Collar,55,50K,Male,Scotland,55,54622.95
Blue Collar,55,70K,Male,Scotland,55,71796.68
Blue Collar,56,5K,Male,Scotland,56,9249.08
Blue Collar,56,10K,Male,Scotland,56,10642.44
Blue Collar,56,0K,Male,Scotland,56,740.2
Blue Collar,56,10K,Male,Scotland,56,11897.17
Blue Collar,56,55K,Male,Scotland,56,55295.38
Blue Collar,56,40K,Male,Scotland,56,43145.1
Blue Collar,56,90K,Male,Scotland,56,93164.29
Blue Collar,56,0K,Male,Scotland,56,3578.96
Blue Collar,56,20K,Male,Scotland,56,21196.37
Blue Collar,56,0K,Male,Scotland,56,3516.35
Blue Collar,56,60K,Male,Scotland,56,64503.88
Blue Collar,57,10K,Male,Scotland,57,12857.71
Blue Collar,57,80K,Male,Scotland,57,81414.37
Blue Collar,57,5K,Male,Scotland,57,6436.22
Blue Collar,57,45K,Male,Scotland,57,49358.43
Blue Collar,57,45K,Male,Scotland,57,46060.29
Blue Collar,57,60K,Male,Scotland,57,60086.6
Blue Collar,57,75K,Male,Scotland,57,78221.89
Blue Collar,57,5K,Male,Scotland,57,5042.52
Blue Collar,57,40K,Male,Scotland,57,42706.66
Blue Collar,57,15K,Male,Scotland,57,18910.03
Blue Collar,57,75K,Male,Scotland,57,76554.32
Blue Collar,57,105K,Male,Scotland,57,106232.34
Blue Collar,57,25K,Male,Scotland,57,26137.76
Blue Collar,57,60K,Male,Scotland,57,63027.96
Blue Collar,57,140K,Male,Scotland,57,141792.5
Blue Collar,58,20K,Male,Scotland,58,20162.2
Blue Collar,58,50K,Male,Scotland,58,51723.62
Blue Collar,58,10K,Male,Scotland,58,10786.24
Blue Collar,58,30K,Male,Scotland,58,31082.12
Blue Collar,58,125K,Male,Scotland,58,128259.93
Blue Collar,58,75K,Male,Scotland,58,76328.95
Blue Collar,58,10K,Male,Scotland,58,10235.19
Blue Collar,58,65K,Male,Scotland,58,65497.14
Blue Collar,58,10K,Male,Scotland,58,13230.47
Blue Collar,58,15K,Male,Scotland,58,17953.21
Blue Collar,58,10K,Male,Scotland,58,11925.05
Blue Collar,58,75K,Male,Scotland,58,79655.37
Blue Collar,58,35K,Male,Scotland,58,39415.54
Blue Collar,58,100K,Male,Scotland,58,102552.12
Blue Collar,59,60K,Male,Scotland,59,64210.63
Blue Collar,59,0K,Male,Scotland,59,690.99
Blue Collar,59,5K,Male,Scotland,59,9905.53
Blue Collar,59,65K,Male,Scotland,59,68406.24
Blue Collar,59,15K,Male,Scotland,59,19832.01
Blue Collar,59,15K,Male,Scotland,59,17674.35
Blue Collar,59,10K,Male,Scotland,59,13364.78
Blue Collar,60,20K,Male,Scotland,60,23011.89
Blue Collar,60,55K,Male,Scotland,60,59183.23
Blue Collar,60,100K,Male,Scotland,60,102409.29
Blue Collar,60,65K,Male,Scotland,60,67510.19
Blue Collar,60,5K,Male,Scotland,60,6961.67
Blue Collar,60,20K,Male,Scotland,60,22118.93
Blue Collar,60,50K,Male,Scotland,60,52742.54
Blue Collar,60,10K,Male,Scotland,60,11663.35
Blue Collar,60,35K,Male,Scotland,60,35082.21
Blue Collar,60,20K,Male,Scotland,60,23755.34
Blue Collar,61,75K,Male,Scotland,61,75638.28
Blue Collar,61,110K,Male,Scotland,61,114858.67
Blue Collar,61,55K,Male,Scotland,61,56809.26
Blue Collar,61,15K,Male,Scotland,61,19128.02
Blue Collar,61,20K,Male,Scotland,61,23509.64
Blue Collar,61,10K,Male,Scotland,61,11242.54
Blue Collar,61,5K,Male,Scotland,61,7992.21
Blue Collar,61,5K,Male,Scotland,61,6243.3
Blue Collar,61,40K,Male,Scotland,61,42862.41
Blue Collar,61,25K,Male,Scotland,61,27421.16
Blue Collar,61,40K,Male,Scotland,61,42052.1
Blue Collar,61,35K,Male,Scotland,61,36149.33
Blue Collar,61,20K,Male,Scotland,61,20606.21
Blue Collar,62,15K,Male,Scotland,62,18687.01
Blue Collar,62,55K,Male,Scotland,62,55526.53
Blue Collar,62,80K,Male,Scotland,62,83595.79
Blue Collar,63,35K,Male,Scotland,63,36281.44
Blue Collar,63,15K,Male,Scotland,63,15822.61
Blue Collar,63,35K,Male,Scotland,63,36409.2
Blue Collar,64,70K,Male,Scotland,64,71106.33
Blue Collar,64,10K,Male,Scotland,64,10325.52
Blue Collar,64,90K,Male,Scotland,64,92921.99
Blue Collar,64,45K,Male,Scotland,64,48456.48
Blue Collar,64,135K,Male,Scotland,64,139415.88
Blue Collar,64,45K,Male,Scotland,64,47115.07
Blue Collar,64,20K,Male,Scotland,64,24994.57
Blue Collar,18,75K,Male,Wales,18,77682
Blue Collar,22,10K,Male,Wales,22,14748.59
Blue Collar,23,65K,Male,Wales,23,68184.25
Blue Collar,27,25K,Male,Wales,27,25525.88
Blue Collar,27,45K,Male,Wales,27,47857.14
Blue Collar,28,0K,Male,Wales,28,4820.98
Blue Collar,28,45K,Male,Wales,28,46835.63
Blue Collar,29,25K,Male,Wales,29,29909.03
Blue Collar,29,30K,Male,Wales,29,32447.58
Blue Collar,30,40K,Male,Wales,30,42827
Blue Collar,30,15K,Male,Wales,30,15071.69
Blue Collar,30,35K,Male,Wales,30,38093.36
Blue Collar,30,40K,Male,Wales,30,42008.82
Blue Collar,30,65K,Male,Wales,30,68927.97
Blue Collar,31,25K,Male,Wales,31,29371.32
Blue Collar,31,30K,Male,Wales,31,30436.38
Blue Collar,31,55K,Male,Wales,31,56035.34
Blue Collar,31,10K,Male,Wales,31,14625.23
Blue Collar,31,25K,Male,Wales,31,28265.93
Blue Collar,31,40K,Male,Wales,31,40081.67
Blue Collar,31,40K,Male,Wales,31,42471.07
Blue Collar,32,40K,Male,Wales,32,43532.66
Blue Collar,33,10K,Male,Wales,33,12567.26
Blue Collar,33,120K,Male,Wales,33,121683.14
Blue Collar,33,30K,Male,Wales,33,30293.19
